number,name,type_1,type_2,abilities,hp,att,def,spa,spd,spe,bst,mean,standard_deviation,generation,experience_type,experience_to_level_100,final_evolution,catch_rate,legendary,mega_evolution,alolan_form,galarian_form,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,height,weight,bmi,bmi_clipped,atk_def_ratio,offensive_power,defensive_power
53,persian,normal,none,"['limber', 'technician', 'unnerve']",65,70,60,65,65,115,440,73.33333333333333,18.856180831641268,1.0,Medium Fast,1000000,1.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,32.0,32.0,32.0,1.1666666666666667,135,125
53,alolan_persian,dark,none,"['fur coat', 'rattled', 'technician']",65,60,60,75,65,115,440,73.33333333333333,19.29306150465037,7.0,Medium Fast,1000000,1.0,90,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.1,33.0,27.3,27.3,1.0,135,125
54,psyduck,water,none,"['cloud nine', 'damp', 'swift swim']",50,52,48,65,50,55,320,53.333333333333336,5.647024782032472,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,19.6,30.6,30.6,1.0833333333333333,117,98
55,golduck,water,none,"['cloud nine', 'damp', 'swift swim']",80,82,78,95,80,85,500,83.33333333333333,5.647024782032472,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.7,76.6,26.5,26.5,1.0512820512820513,177,158
56,mankey,fighting,none,"['anger point', 'defiant', 'vital spirit']",40,80,35,35,45,70,305,50.833333333333336,17.658016750347574,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.5,28.0,112.0,100.0,2.2857142857142856,115,80
57,primeape,fighting,none,"['anger point', 'defiant', 'vital spirit']",65,105,60,60,70,95,455,75.83333333333333,17.658016750347574,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,32.0,32.0,32.0,1.75,165,130
58,growlithe,fire,none,"['flash fire', 'intimidate', 'justified']",55,70,45,70,50,60,350,58.333333333333336,9.428090415820634,1.0,Slow,1250000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,19.0,38.8,38.8,1.5555555555555556,140,95
59,arcanine,fire,none,"['flash fire', 'intimidate', 'justified']",90,110,80,100,80,95,555,92.5,10.70436048222094,1.0,Slow,1250000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.9,155.0,42.9,42.9,1.375,210,160
60,poliwag,water,none,"['damp', 'swift swim', 'water absorb']",40,50,40,40,40,90,300,50.0,18.257418583505537,1.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,12.4,34.4,34.4,1.25,90,80
61,poliwhirl,water,none,"['damp', 'swift swim', 'water absorb']",65,65,65,50,50,90,385,64.16666666666667,13.359349618234498,1.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,20.0,20.0,20.0,1.0,115,115
62,poliwrath,water,fighting,"['damp', 'swift swim', 'water absorb']",90,95,95,70,90,70,510,85.0,10.801234497346432,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,1.3,54.0,32.0,32.0,1.0,165,185
63,abra,psychic,none,"['inner focus', 'magic guard', 'synchronize']",25,20,15,105,55,90,310,51.66666666666666,35.079275299748645,1.0,Medium Slow,1059860,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.9,19.5,24.1,24.1,1.3333333333333333,125,70
64,kadabra,psychic,none,"['inner focus', 'magic guard', 'synchronize']",40,35,30,120,70,105,400,66.66666666666667,35.079275299748645,1.0,Medium Slow,1059860,0.0,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.3,56.5,33.4,33.4,1.1666666666666667,155,100
65,alakazam,psychic,none,"['inner focus', 'magic guard', 'synchronize']",55,50,45,135,95,120,500,83.33333333333333,35.433819375782164,1.0,Medium Slow,1059860,1.0,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,48.0,21.3,21.3,1.1111111111111112,185,140
65,mega_alakazam,psychic,none,['trace'],55,50,65,175,95,150,590,98.33333333333331,48.102898965539374,6.0,Medium Slow,1059860,1.0,50,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.2,48.0,33.3,33.3,0.7692307692307693,225,160
66,machop,fighting,none,"['guts', 'no guard', 'steadfast']",70,80,50,35,35,35,305,50.833333333333336,18.12380264244296,1.0,Medium Slow,1059860,0.0,180,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.8,19.5,30.5,30.5,1.6,115,85
67,machoke,fighting,none,"['guts', 'no guard', 'steadfast']",80,100,70,50,60,45,405,67.5,18.65252440466616,1.0,Medium Slow,1059860,0.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.5,70.5,31.3,31.3,1.4285714285714286,150,130
68,machamp,fighting,none,"['guts', 'no guard', 'steadfast']",90,130,80,65,85,55,505,84.16666666666667,23.702437755546484,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.6,130.0,50.8,50.8,1.625,195,165
69,bellsprout,grass,poison,"['chlorophyll', 'gluttony']",50,75,35,70,30,40,300,50.0,17.078251276599328,1.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,4.0,8.2,8.2,2.142857142857143,145,65
70,weepinbell,grass,poison,"['chlorophyll', 'gluttony']",65,90,50,85,45,55,390,65.0,17.078251276599328,1.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6.4,6.4,6.4,1.8,175,95
71,victreebel,grass,poison,"['chlorophyll', 'gluttony']",80,105,65,100,70,70,490,81.66666666666667,15.456030825826172,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.7,15.5,5.4,5.4,1.6153846153846154,205,135
72,tentacool,water,poison,"['clear body', 'liquid ooze', 'rain dish']",40,40,35,50,100,70,335,55.833333333333336,22.80655363900668,1.0,Slow,1250000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.9,45.5,56.2,56.2,1.1428571428571428,90,135
73,tentacruel,water,poison,"['clear body', 'liquid ooze', 'rain dish']",80,70,65,80,120,100,515,85.83333333333333,18.800856954464127,1.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.6,55.0,21.5,21.5,1.0769230769230769,150,185
74,geodude,rock,ground,"['rock head', 'sand veil', 'sturdy']",40,80,100,30,30,20,300,50.0,29.43920288775949,1.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.4,20.0,125.0,100.0,0.8,110,130
74,alolan_geodude,rock,electric,"['galvanize', 'magnet pull', 'sturdy']",40,80,100,30,30,20,300,50.0,29.43920288775949,7.0,Medium Slow,1059860,0.0,255,0.0,0.0,1.0,0.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,20.3,126.9,100.0,0.8,110,130
75,graveler,rock,ground,"['rock head', 'sand veil', 'sturdy']",55,95,115,45,45,35,390,65.0,29.43920288775949,1.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,105.0,105.0,100.0,0.8260869565217391,140,160
75,alolan_graveler,rock,electric,"['galvanize', 'magnet pull', 'sturdy']",55,95,115,45,45,35,390,65.0,29.43920288775949,7.0,Medium Slow,1059860,0.0,120,0.0,0.0,1.0,0.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,110.0,100.0,0.8260869565217391,140,160
76,golem,rock,ground,"['rock head', 'sand veil', 'sturdy']",80,120,130,55,65,45,495,82.5,31.98306843732581,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.4,300.0,153.1,100.0,0.9230769230769231,175,195
76,alolan_golem,rock,electric,"['galvanize', 'magnet pull', 'sturdy']",80,120,130,55,65,45,495,82.5,31.98306843732581,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,1.0,0.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,316.0,109.3,100.0,0.9230769230769231,175,195
77,ponyta,fire,none,"['flame body', 'flash fire', 'run away']",50,85,55,65,65,90,410,68.33333333333333,14.624940645653536,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,30.0,30.0,30.0,1.5454545454545454,150,120
77,galarian_ponyta,psychic,none,"['anticipation', 'pastel veil', 'run away']",50,85,55,65,65,90,410,68.33333333333333,14.624940645653536,8.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.8,24.0,37.5,37.5,1.5454545454545454,150,120
78,rapidash,fire,none,"['flame body', 'flash fire', 'run away']",65,100,70,80,80,105,500,83.33333333333333,14.624940645653536,1.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.7,95.0,32.9,32.9,1.4285714285714286,180,150
78,galarian_rapidash,psychic,fairy,"['anticipation', 'pastel veil', 'run away']",65,100,70,80,80,105,500,83.33333333333333,14.624940645653536,8.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.7,80.0,27.7,27.7,1.4285714285714286,180,150
79,slowpoke,water,psychic,"['oblivious', 'own tempo', 'regenerator']",90,65,65,40,40,15,315,52.5,23.935677693908453,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.2,36.0,25.0,25.0,1.0,105,105
79,galarian_slowpoke,psychic,none,"['gluttony', 'own tempo', 'regenerator']",90,65,65,40,40,15,315,52.5,23.935677693908453,8.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.2,36.0,25.0,25.0,1.0,105,105
80,slowbro,water,psychic,"['oblivious', 'own tempo', 'regenerator']",95,75,110,100,80,30,490,81.66666666666667,25.92724864350674,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.6,78.5,30.7,30.7,0.6818181818181818,175,190
80,mega_slowbro,water,psychic,['shell armor'],95,75,180,130,80,30,590,98.33333333333331,46.96334267868457,6.0,Medium Fast,1000000,1.0,75,0.0,1.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,2.0,120.0,30.0,30.0,0.4166666666666667,205,260
80,galarian_slowbro,poison,psychic,"['own tempo', 'quick draw', 'regenerator']",95,100,95,100,70,30,490,81.66666666666667,25.27625148017184,8.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.6,70.5,27.5,27.5,1.0526315789473684,200,165
81,magnemite,electric,steel,"['analytic', 'magnet pull', 'sturdy']",25,35,70,95,55,45,325,54.16666666666666,23.169064624096407,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.3,6.0,66.7,66.7,0.5,130,125
82,magneton,electric,steel,"['analytic', 'magnet pull', 'sturdy']",50,60,95,120,70,70,465,77.5,23.40761984198023,1.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1.0,60.0,60.0,60.0,0.631578947368421,180,165
83,farfetch'd,normal,flying,"['defiant', 'inner focus', 'keen eye']",52,90,55,58,62,60,377,62.833333333333336,12.575328579758418,1.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.8,15.0,23.4,23.4,1.6363636363636365,148,117
83,galarian_farfetch'd,fighting,none,"['scrappy', 'steadfast']",52,95,55,58,62,55,377,62.833333333333336,14.712995011968918,8.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.8,42.0,65.6,65.6,1.7272727272727273,153,117
84,doduo,normal,flying,"['early bird', 'run away', 'tangled feet']",35,85,45,35,35,75,310,51.66666666666666,20.548046676563256,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.4,39.2,20.0,20.0,1.8888888888888888,120,80
85,dodrio,normal,flying,"['early bird', 'run away', 'tangled feet']",60,110,70,60,60,110,470,78.33333333333333,22.66911751455907,1.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.8,85.2,26.3,26.3,1.5714285714285714,170,130
86,seel,water,none,"['hydration', 'ice body', 'thick fat']",65,45,55,45,70,45,325,54.16666666666666,10.172129679778086,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.1,90.0,74.4,74.4,0.8181818181818182,90,125
87,dewgong,water,ice,"['hydration', 'ice body', 'thick fat']",90,70,80,70,95,70,475,79.16666666666667,10.172129679778084,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.7,120.0,41.5,41.5,0.875,140,175
88,grimer,poison,none,"['poison touch', 'stench', 'sticky hold']",80,80,50,40,50,25,325,54.16666666666666,20.08661798865658,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.9,30.0,37.0,37.0,1.6,120,100
88,alolan_grimer,poison,dark,"['gluttony', 'poison touch', 'power of alchemy']",80,80,50,40,50,25,325,54.16666666666666,20.08661798865658,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.7,42.0,85.7,85.7,1.6,120,100
89,muk,poison,none,"['poison touch', 'stench', 'sticky hold']",105,105,75,65,100,50,500,83.33333333333333,21.34374745810949,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.2,30.0,20.8,20.8,1.4,170,175
89,alolan_muk,poison,dark,"['gluttony', 'poison touch', 'power of alchemy']",105,105,75,65,100,50,500,83.33333333333333,21.34374745810949,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,52.0,52.0,52.0,1.4,170,175
90,shellder,water,none,"['overcoat', 'shell armor', 'skill link']",30,65,100,45,25,40,305,50.833333333333336,25.39958442354695,1.0,Slow,1250000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,4.0,44.4,44.4,0.65,110,125
91,cloyster,water,ice,"['overcoat', 'shell armor', 'skill link']",50,95,180,85,45,70,525,87.5,44.97684589504545,1.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,132.5,58.9,58.9,0.5277777777777778,180,225
92,gastly,ghost,poison,['levitate'],30,35,30,100,35,80,310,51.66666666666666,27.78888666755511,1.0,Medium Slow,1059860,0.0,190,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.3,0.1,0.1,1.0,1.1666666666666667,135,65
93,haunter,ghost,poison,['levitate'],45,50,45,115,55,95,405,67.5,27.34806513570324,1.0,Medium Slow,1059860,0.0,90,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.6,0.1,0.0,1.0,1.1111111111111112,165,100
94,gengar,ghost,poison,['cursed body'],60,65,60,130,75,110,500,83.33333333333333,27.028791233711427,1.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.5,40.5,18.0,18.0,1.0833333333333333,195,135
94,mega_gengar,ghost,poison,['shadow tag'],60,65,80,170,95,130,600,100.0,38.83726732577014,6.0,Medium Slow,1059860,1.0,45,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.4,40.5,20.7,20.7,0.8125,235,175
95,onix,rock,ground,"['rock head', 'sturdy', 'weak armor']",35,45,160,30,45,70,385,64.16666666666667,44.66697761085799,1.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,8.8,210.0,2.7,2.7,0.28125,75,205
96,drowzee,psychic,none,"['forewarn', 'inner focus', 'insomnia']",60,48,45,43,90,42,328,54.66666666666666,16.888523387857866,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,32.4,32.4,32.4,1.0666666666666667,91,135
97,hypno,psychic,none,"['forewarn', 'inner focus', 'insomnia']",85,73,70,73,115,67,483,80.5,16.408839081421938,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.6,75.6,29.5,29.5,1.042857142857143,146,185
98,krabby,water,none,"['hyper cutter', 'sheer force', 'shell armor']",30,105,90,25,25,50,325,54.16666666666666,32.06980234148976,1.0,Medium Fast,1000000,0.0,225,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,6.5,40.6,40.6,1.1666666666666667,130,115
99,kingler,water,none,"['hyper cutter', 'sheer force', 'shell armor']",55,130,115,50,50,75,475,79.16666666666667,32.06980234148976,1.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.3,60.0,35.5,35.5,1.1304347826086956,180,165
100,voltorb,electric,none,"['aftermath', 'soundproof', 'static']",40,30,50,55,55,100,330,55.0,21.9848432637882,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,10.4,41.6,41.6,0.6,85,105
101,electrode,electric,none,"['aftermath', 'soundproof', 'static']",60,50,70,80,80,150,490,81.66666666666667,32.36081306491266,1.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,66.6,46.3,46.3,0.7142857142857143,130,150
102,exeggcute,grass,psychic,"['chlorophyll', 'harvest']",60,40,80,60,45,40,325,54.16666666666666,14.264368973853074,1.0,Slow,1250000,0.0,90,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,2.5,15.6,15.6,0.5,100,125
103,exeggutor,grass,psychic,"['chlorophyll', 'harvest']",95,95,85,125,75,55,530,88.33333333333333,21.34374745810949,1.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,120.0,30.0,30.0,1.1176470588235294,220,160
103,alolan_exeggutor,grass,dragon,"['frisk', 'harvest']",95,105,85,125,75,45,530,88.33333333333333,24.94438257849294,7.0,Slow,1250000,1.0,45,0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,10.9,415.6,3.5,3.5,1.2352941176470589,230,160
104,cubone,ground,none,"['battle armor', 'lightning rod', 'rock head']",50,50,95,40,50,35,320,53.333333333333336,19.507833184532707,1.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.4,6.5,40.6,40.6,0.5263157894736842,90,145
105,marowak,ground,none,"['battle armor', 'lightning rod', 'rock head']",60,80,110,50,80,45,425,70.83333333333333,22.06367049145621,1.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,45.0,45.0,45.0,0.7272727272727273,130,190
105,alolan_marowak,fire,ghost,"['cursed body', 'rock head']",60,80,110,50,80,45,425,70.83333333333333,22.06367049145621,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,1.0,34.0,34.0,34.0,0.7272727272727273,130,190
